time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-05-22T00:00,73.3,83,67.8,78.2,0.0,0.0,0.0,0,15.0,992.9
2026-05-22T01:00,73.1,81,67.0,78.3,0.0,0.0,0.0,4,13.7,992.5
2026-05-22T02:00,72.5,81,66.3,77.8,0.0,0.0,0.0,0,10.9,992.3
2026-05-22T03:00,71.7,83,66.3,76.7,0.0,0.0,0.0,2,8.3,992.0
2026-05-22T04:00,71.2,88,67.4,76.7,0.0,0.0,0.0,28,6.3,992.4
2026-05-22T05:00,71.7,85,66.9,77.1,0.0,0.0,0.0,0,5.7,992.5
2026-05-22T06:00,71.3,86,66.9,76.7,0.0,0.0,0.0,1,8.0,992.7
2026-05-22T07:00,71.2,88,67.5,77.0,10.0,30.2,8.0,4,5.6,993.1
2026-05-22T08:00,72.3,90,69.2,78.8,148.0,463.2,58.0,4,3.5,993.8
2026-05-22T09:00,75.2,82,69.3,80.8,344.0,592.4,110.0,7,5.8,993.9
2026-05-22T10:00,77.0,80,70.4,83.1,541.0,618.4,181.0,15,5.9,993.7
2026-05-22T11:00,79.5,79,72.4,88.5,727.0,771.4,154.0,10,6.6,993.6
2026-05-22T12:00,82.2,70,71.5,90.8,806.0,738.9,166.0,0,8.1,993.6
2026-05-22T13:00,83.9,64,70.5,91.8,769.0,630.5,174.0,100,7.8,993.2
2026-05-22T14:00,86.5,54,67.9,91.3,719.0,4.1,715.0,99,10.6,993.0
2026-05-22T15:00,84.4,54,65.9,86.6,114.0,0.0,114.0,100,11.0,992.2
2026-05-22T16:00,86.6,46,63.4,87.8,213.0,0.0,213.0,100,11.1,991.4
2026-05-22T17:00,87.0,44,62.5,88.5,208.0,0.0,208.0,99,8.7,991.5
2026-05-22T18:00,78.4,68,67.0,83.2,90.0,0.0,90.0,100,7.8,992.2
2026-05-22T19:00,70.9,90,67.8,75.9,48.0,0.0,48.0,100,6.7,992.1
2026-05-22T20:00,69.4,98,68.8,73.7,11.0,0.0,11.0,100,8.9,993.0
2026-05-22T21:00,69.7,90,66.6,72.6,0.0,0.0,0.0,100,12.0,993.4
2026-05-22T22:00,69.7,95,68.2,71.8,0.0,0.0,0.0,100,18.5,994.3
2026-05-22T23:00,69.1,94,67.3,72.8,0.0,0.0,0.0,100,12.4,994.1
