time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-08-20T00:00,78.4,72,68.6,85.5,0.0,0.0,0.0,0,7.0,991.5
2026-08-20T01:00,77.5,73,68.1,84.1,0.0,0.0,0.0,0,9.5,991.2
2026-08-20T02:00,75.6,81,69.3,81.7,0.0,0.0,0.0,0,9.0,990.7
2026-08-20T03:00,76.1,81,69.8,83.1,0.0,0.0,0.0,0,6.7,990.1
2026-08-20T04:00,75.3,83,69.8,81.8,0.0,0.0,0.0,2,2.9,989.9
2026-08-20T05:00,74.2,86,69.8,81.5,0.0,0.0,0.0,0,2.6,989.9
2026-08-20T06:00,73.9,89,70.4,80.8,0.0,0.0,0.0,4,5.8,990.6
2026-08-20T07:00,74.0,89,70.6,81.2,0.0,0.0,0.0,100,4.7,990.9
2026-08-20T08:00,75.3,94,73.4,84.9,60.0,172.8,39.0,75,3.1,991.9
2026-08-20T09:00,78.4,87,74.3,88.2,240.0,390.4,121.0,77,3.1,992.5
2026-08-20T10:00,81.0,83,75.3,90.7,369.0,332.7,202.0,4,5.4,993.4
2026-08-20T11:00,87.1,65,73.9,95.4,639.0,748.8,135.0,0,8.0,992.9
2026-08-20T12:00,89.2,56,71.5,97.8,793.0,815.9,135.0,40,7.9,994.0
2026-08-20T13:00,91.9,50,70.7,101.6,891.0,839.9,141.0,49,6.5,993.4
2026-08-20T14:00,94.2,42,67.6,103.3,928.0,846.1,144.0,0,4.7,992.7
2026-08-20T15:00,96.0,42,69.2,106.5,903.0,841.8,141.0,2,3.2,992.1
2026-08-20T16:00,97.4,38,67.6,106.2,810.0,811.9,136.0,0,2.6,991.2
2026-08-20T17:00,96.5,39,67.5,102.3,655.0,737.4,134.0,0,5.4,990.7
2026-08-20T18:00,94.1,43,68.2,100.3,472.0,659.5,114.0,0,1.7,990.5
2026-08-20T19:00,93.9,45,69.4,101.1,257.0,468.4,93.0,0,1.1,990.4
2026-08-20T20:00,88.4,53,69.1,94.9,46.0,48.3,39.0,0,1.5,990.8
2026-08-20T21:00,85.8,61,70.8,93.4,0.0,0.0,0.0,0,3.8,991.1
2026-08-20T22:00,84.7,61,69.7,90.8,0.0,0.0,0.0,15,3.3,991.5
2026-08-20T23:00,80.4,69,69.3,86.0,0.0,0.0,0.0,8,4.0,991.6
