time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-09-19T00:00,79.4,69,68.4,82.6,0.0,0.0,0.0,100,14.6,994.7
2026-09-19T01:00,75.7,79,68.8,80.2,0.0,0.0,0.0,100,12.7,994.1
2026-09-19T02:00,74.7,88,70.9,80.5,0.0,0.0,0.0,100,13.5,993.6
2026-09-19T03:00,74.8,87,70.7,80.7,0.0,0.0,0.0,100,12.3,993.3
2026-09-19T04:00,74.7,86,70.2,82.3,0.0,0.0,0.0,65,4.8,992.9
2026-09-19T05:00,73.9,89,70.4,81.0,0.0,0.0,0.0,9,2.8,992.4
2026-09-19T06:00,73.0,90,69.8,79.8,0.0,0.0,0.0,2,2.7,992.6
2026-09-19T07:00,72.1,91,69.3,78.6,0.0,0.0,0.0,1,7.0,992.5
2026-09-19T08:00,71.6,95,70.1,79.0,21.0,103.0,12.0,3,6.0,992.7
2026-09-19T09:00,73.9,95,72.4,82.6,188.0,558.0,56.0,10,3.3,993.2
2026-09-19T10:00,77.5,87,73.3,86.1,390.0,703.6,84.0,4,3.5,993.6
2026-09-19T11:00,80.6,79,73.5,89.9,576.0,757.6,118.0,1,2.7,994.0
2026-09-19T12:00,83.5,69,72.2,93.2,717.0,786.3,140.0,0,3.7,994.2
2026-09-19T13:00,85.9,65,72.8,97.2,808.0,844.0,121.0,0,3.3,993.5
2026-09-19T14:00,86.5,65,73.3,97.8,831.0,841.1,125.0,1,4.3,993.1
2026-09-19T15:00,87.4,64,73.8,97.7,789.0,821.3,125.0,42,5.6,992.1
2026-09-19T16:00,87.8,62,73.2,97.4,685.0,761.8,134.0,5,3.8,991.3
2026-09-19T17:00,88.8,60,73.1,96.7,525.0,693.7,116.0,0,4.6,991.1
2026-09-19T18:00,90.2,46,66.7,94.6,327.0,537.8,103.0,5,7.6,990.8
2026-09-19T19:00,79.9,83,74.3,86.4,115.0,245.6,62.0,77,19.2,991.4
2026-09-19T20:00,76.6,90,73.5,83.4,0.0,0.0,0.0,100,11.7,992.2
2026-09-19T21:00,75.8,94,74.0,84.8,0.0,0.0,0.0,100,3.8,993.0
2026-09-19T22:00,75.3,91,72.5,84.2,0.0,0.0,0.0,80,3.4,993.4
2026-09-19T23:00,74.4,91,71.6,82.3,0.0,0.0,0.0,93,4.7,993.1
