time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-09-10T00:00,76.2,59,60.8,79.1,0.0,0.0,0.0,0,8.4,996.6
2026-09-10T01:00,74.5,66,62.4,76.7,0.0,0.0,0.0,0,13.1,996.2
2026-09-10T02:00,72.4,73,63.3,76.2,0.0,0.0,0.0,0,9.7,995.8
2026-09-10T03:00,72.1,76,64.2,76.1,0.0,0.0,0.0,0,3.8,996.1
2026-09-10T04:00,71.2,79,64.4,75.3,0.0,0.0,0.0,0,5.2,995.6
2026-09-10T05:00,69.4,86,65.1,74.7,0.0,0.0,0.0,0,5.2,995.6
2026-09-10T06:00,69.7,84,64.7,74.7,0.0,0.0,0.0,1,4.3,995.7
2026-09-10T07:00,68.5,88,64.8,73.2,0.0,0.0,0.0,2,2.1,995.3
2026-09-10T08:00,69.8,91,67.1,75.4,32.0,173.1,15.0,2,1.4,995.5
2026-09-10T09:00,74.1,89,70.7,81.3,212.0,592.1,59.0,3,3.8,996.1
2026-09-10T10:00,79.6,83,74.0,89.1,420.0,736.9,83.0,8,2.0,996.3
2026-09-10T11:00,83.5,76,75.1,94.3,601.0,752.9,128.0,30,1.7,996.1
2026-09-10T12:00,86.0,73,76.3,98.9,679.0,664.9,174.0,30,0.7,995.9
2026-09-10T13:00,86.6,68,74.8,96.5,546.0,479.8,142.0,37,2.1,995.1
2026-09-10T14:00,88.6,60,73.0,99.9,835.0,813.4,127.0,35,3.5,994.1
2026-09-10T15:00,90.9,49,69.1,96.7,577.0,513.9,144.0,22,5.0,993.4
2026-09-10T16:00,93.0,45,68.6,100.0,640.0,624.7,165.0,39,3.1,992.3
2026-09-10T17:00,93.6,41,66.3,98.7,363.0,405.1,108.0,38,2.2,992.1
2026-09-10T18:00,92.7,40,64.8,97.0,222.0,331.4,70.0,39,2.9,991.7
2026-09-10T19:00,91.2,42,64.9,96.2,182.0,234.9,121.0,0,2.0,991.1
2026-09-10T20:00,86.5,50,65.7,91.5,0.0,0.0,0.0,0,4.3,990.6
2026-09-10T21:00,83.9,67,71.8,91.3,0.0,0.0,0.0,37,7.5,991.6
2026-09-10T22:00,80.7,77,72.8,89.3,0.0,0.0,0.0,0,6.4,992.0
2026-09-10T23:00,77.8,82,71.9,85.6,0.0,0.0,0.0,0,7.9,992.5
