time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-04-24T00:00,62.8,57,47.3,61.6,0.0,0.0,0.0,0,5.6,991.0
2026-04-24T01:00,60.7,64,48.5,60.0,0.0,0.0,0.0,0,8.7,990.7
2026-04-24T02:00,60.5,63,47.9,59.3,0.0,0.0,0.0,0,6.8,990.1
2026-04-24T03:00,59.2,64,47.0,57.6,0.0,0.0,0.0,0,7.2,989.6
2026-04-24T04:00,57.0,67,46.2,55.9,0.0,0.0,0.0,0,9.5,989.8
2026-04-24T05:00,54.4,78,47.7,53.5,0.0,0.0,0.0,1,8.6,989.7
2026-04-24T06:00,53.5,80,47.5,51.9,0.0,0.0,0.0,0,4.9,989.7
2026-04-24T07:00,52.5,83,47.5,50.9,0.0,0.0,0.0,0,3.0,989.8
2026-04-24T08:00,55.6,91,53.0,56.0,84.0,322.0,41.0,5,1.1,990.1
2026-04-24T09:00,63.6,71,54.0,64.3,285.0,578.5,95.0,50,2.3,990.6
2026-04-24T10:00,71.0,59,55.9,71.4,494.0,689.5,133.0,0,4.0,990.8
2026-04-24T11:00,75.7,59,60.3,79.2,681.0,691.2,203.0,48,3.6,991.2
2026-04-24T12:00,78.5,49,57.8,82.0,807.0,769.8,175.0,43,5.1,991.1
2026-04-24T13:00,78.0,47,56.1,76.2,350.0,187.2,181.0,38,10.8,990.2
2026-04-24T14:00,79.3,40,52.9,76.6,392.0,0.0,392.0,70,8.9,989.6
2026-04-24T15:00,79.3,41,53.6,78.2,392.0,57.4,340.0,100,6.4,989.0
2026-04-24T16:00,81.0,35,50.7,79.0,262.0,0.0,262.0,81,6.2,988.1
2026-04-24T17:00,82.1,34,51.0,79.7,344.0,188.5,212.0,23,6.9,987.4
2026-04-24T18:00,81.9,38,53.8,81.1,385.0,447.4,146.0,9,6.3,987.2
2026-04-24T19:00,80.3,38,52.4,77.5,248.0,396.4,113.0,21,11.0,986.7
2026-04-24T20:00,74.7,48,53.7,75.5,39.0,35.7,34.0,4,2.9,986.6
2026-04-24T21:00,72.4,50,52.7,71.7,0.0,0.0,0.0,1,3.3,986.7
2026-04-24T22:00,68.6,52,50.3,67.2,0.0,0.0,0.0,0,7.0,986.7
2026-04-24T23:00,65.3,60,51.1,65.0,0.0,0.0,0.0,34,9.6,986.6
