time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-06-19T00:00,71.5,97,70.6,76.4,0.0,0.0,0.0,100,15.8,987.6
2026-06-19T01:00,71.7,93,69.6,75.6,0.0,0.0,0.0,100,17.0,987.4
2026-06-19T02:00,71.5,94,69.7,75.4,0.0,0.0,0.0,100,16.7,986.3
2026-06-19T03:00,71.6,94,69.8,75.7,0.0,0.0,0.0,100,17.0,986.2
2026-06-19T04:00,71.8,94,70.0,76.1,0.0,0.0,0.0,100,15.8,986.2
2026-06-19T05:00,71.8,97,70.9,77.5,0.0,0.0,0.0,100,12.6,987.0
2026-06-19T06:00,72.1,96,70.8,78.0,0.0,0.0,0.0,100,11.0,987.9
2026-06-19T07:00,71.9,97,71.0,78.8,12.0,0.0,12.0,100,10.3,988.4
2026-06-19T08:00,73.0,96,71.8,79.7,147.0,155.6,115.0,100,8.2,988.6
2026-06-19T09:00,75.2,92,72.7,82.3,237.0,141.6,180.0,100,8.1,989.0
2026-06-19T10:00,77.5,89,74.0,84.0,421.0,190.7,309.0,100,11.3,989.3
2026-06-19T11:00,79.7,82,73.7,87.3,658.0,460.5,314.0,100,10.4,989.4
2026-06-19T12:00,81.3,77,73.4,87.9,405.0,65.4,348.0,98,9.3,989.2
2026-06-19T13:00,83.5,74,74.3,94.3,856.0,630.0,257.0,100,8.1,989.4
2026-06-19T14:00,85.4,69,74.0,96.9,929.0,736.1,207.0,41,7.9,989.6
2026-06-19T15:00,86.6,60,71.1,94.8,898.0,396.1,518.0,87,11.4,989.0
2026-06-19T16:00,87.0,59,70.9,94.2,808.0,427.1,429.0,100,11.6,989.2
2026-06-19T17:00,86.6,61,71.6,94.0,738.0,741.4,167.0,0,10.1,988.6
2026-06-19T18:00,86.5,64,72.8,93.3,542.0,635.1,151.0,9,9.7,989.4
2026-06-19T19:00,84.8,62,70.4,90.0,346.0,541.1,111.0,36,12.2,989.4
2026-06-19T20:00,82.9,68,71.2,89.2,143.0,268.4,79.0,17,11.5,989.8
2026-06-19T21:00,80.4,71,70.2,86.8,0.0,0.0,0.0,0,12.2,990.3
2026-06-19T22:00,77.5,80,70.9,83.7,0.0,0.0,0.0,3,14.9,990.1
2026-06-19T23:00,77.1,79,70.1,83.5,0.0,0.0,0.0,4,13.5,990.7
