time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-03-07T00:00,65.8,92,63.4,69.4,0.0,0.0,0.0,100,3.5,999.2
2026-03-07T01:00,64.9,92,62.6,68.0,0.0,0.0,0.0,67,7.8,998.7
2026-03-07T02:00,64.8,92,62.4,66.9,0.0,0.0,0.0,15,12.8,998.5
2026-03-07T03:00,64.5,93,62.4,67.3,0.0,0.0,0.0,65,10.5,998.4
2026-03-07T04:00,65.2,93,63.1,68.7,0.0,0.0,0.0,46,10.1,998.4
2026-03-07T05:00,63.5,94,61.7,66.3,0.0,0.0,0.0,18,7.2,997.9
2026-03-07T06:00,63.2,96,62.1,66.0,0.0,0.0,0.0,100,10.9,998.0
2026-03-07T07:00,62.4,97,61.6,64.7,0.0,0.0,0.0,10,14.0,998.2
2026-03-07T08:00,63.1,94,61.3,65.1,0.0,0.0,0.0,100,13.2,998.4
2026-03-07T09:00,65.0,98,64.5,67.8,24.8,1.7,24.5,100,11.9,998.9
2026-03-07T10:00,66.7,92,64.3,69.5,112.5,68.9,90.8,100,8.1,999.1
2026-03-07T11:00,68.6,90,65.6,71.5,247.8,171.8,162.8,100,10.4,999.1
2026-03-07T12:00,71.2,83,65.8,74.7,355.2,165.4,250.0,100,8.6,999.0
2026-03-07T13:00,72.7,78,65.4,75.0,346.5,84.4,284.8,100,10.4,998.2
2026-03-07T14:00,74.4,77,66.7,78.1,341.8,120.3,248.8,100,8.9,997.8
2026-03-07T15:00,77.6,69,66.7,81.2,488.5,346.0,226.0,34,8.8,996.8
2026-03-07T16:00,79.9,61,65.2,81.9,528.8,585.2,125.5,24,11.9,996.0
2026-03-07T17:00,78.9,64,65.7,82.4,416.0,506.3,127.8,99,7.6,995.2
2026-03-07T18:00,74.5,73,65.3,78.6,190.2,97.6,150.5,100,1.8,994.7
2026-03-07T19:00,70.5,77,63.0,74.4,45.5,21.0,41.0,55,2.5,993.7
2026-03-07T20:00,67.9,79,61.2,70.6,14.2,62.7,8.5,44,4.8,993.5
2026-03-07T21:00,65.6,88,61.9,68.5,0.0,0.0,0.0,27,9.9,993.2
2026-03-07T22:00,66.1,85,61.5,66.7,0.0,0.0,0.0,17,20.0,993.4
2026-03-07T23:00,64.9,88,61.3,66.4,0.0,0.0,0.0,100,13.3,994.4
