time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-03-23T00:00,70.3,56,53.9,69.2,0.0,0.0,0.0,0,19.0,988.7
2026-03-23T01:00,69.4,60,54.9,67.7,0.0,0.0,0.0,0,21.1,988.2
2026-03-23T02:00,69.3,61,55.2,67.5,0.0,0.0,0.0,0,20.9,987.9
2026-03-23T03:00,68.0,62,54.5,66.6,0.0,0.0,0.0,0,20.4,987.9
2026-03-23T04:00,66.7,67,55.4,66.1,0.0,0.0,0.0,0,19.2,987.5
2026-03-23T05:00,66.7,65,54.6,65.2,0.0,0.0,0.0,0,20.7,987.7
2026-03-23T06:00,64.5,66,52.9,63.8,0.0,0.0,0.0,0,15.9,987.9
2026-03-23T07:00,62.4,70,52.5,62.1,0.0,0.0,0.0,0,16.3,987.8
2026-03-23T08:00,63.1,72,53.9,61.9,11.0,102.8,4.5,0,20.6,988.0
2026-03-23T09:00,67.3,69,56.8,65.3,139.8,434.2,57.2,0,20.6,988.3
2026-03-23T10:00,70.6,68,59.5,68.9,349.2,640.4,97.5,0,18.6,988.9
2026-03-23T11:00,75.1,59,59.8,73.1,549.5,743.1,125.8,1,18.4,989.9
2026-03-23T12:00,77.8,53,59.3,77.5,713.0,810.7,138.0,2,15.9,990.3
2026-03-23T13:00,79.7,51,60.0,81.5,822.2,824.0,162.5,21,13.2,990.4
2026-03-23T14:00,81.9,46,59.1,83.6,863.5,799.2,193.5,14,12.7,990.1
2026-03-23T15:00,83.8,39,56.3,84.8,846.8,843.3,155.5,22,11.8,989.6
2026-03-23T16:00,85.0,36,55.1,83.2,760.8,832.8,139.5,20,16.4,989.5
2026-03-23T17:00,83.7,33,51.5,79.7,615.8,783.9,128.0,0,16.7,989.6
2026-03-23T18:00,82.0,30,47.5,76.5,425.0,697.6,106.2,0,15.8,989.7
2026-03-23T19:00,79.2,27,42.3,72.3,213.0,536.6,72.8,0,18.9,990.5
2026-03-23T20:00,73.1,33,42.3,66.5,34.2,164.6,17.8,0,21.8,991.6
2026-03-23T21:00,68.5,38,41.9,62.6,0.0,0.0,0.0,5,18.4,992.7
2026-03-23T22:00,66.6,31,35.0,60.0,0.0,0.0,0.0,9,18.8,993.6
2026-03-23T23:00,62.8,38,36.8,56.9,0.0,0.0,0.0,4,14.1,994.3
