time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-05-13T00:00,58.4,58,43.7,55.6,0.0,0.0,0.0,26,8.6,996.1
2026-05-13T01:00,57.1,66,45.9,55.0,0.0,0.0,0.0,0,9.2,995.7
2026-05-13T02:00,56.2,61,42.9,53.2,0.0,0.0,0.0,0,10.5,994.9
2026-05-13T03:00,54.3,65,42.8,51.5,0.0,0.0,0.0,0,9.6,994.5
2026-05-13T04:00,53.2,79,46.8,51.2,0.0,0.0,0.0,100,9.6,993.9
2026-05-13T05:00,54.2,72,45.4,51.7,0.0,0.0,0.0,100,9.3,993.9
2026-05-13T06:00,55.7,69,45.7,53.2,0.0,0.0,0.0,100,8.5,993.4
2026-05-13T07:00,55.0,72,46.1,52.4,5.0,0.0,5.0,50,9.1,993.6
2026-05-13T08:00,55.9,71,46.7,53.5,55.0,0.0,55.0,20,4.9,994.3
2026-05-13T09:00,60.3,63,47.6,58.7,275.0,402.4,122.0,16,2.8,994.5
2026-05-13T10:00,64.8,55,48.2,63.5,483.0,439.0,233.0,5,2.3,994.5
2026-05-13T11:00,69.2,52,50.8,70.7,732.0,748.6,184.0,7,1.8,994.3
2026-05-13T12:00,72.9,48,52.0,76.0,879.0,812.4,183.0,9,3.2,993.6
2026-05-13T13:00,76.7,46,54.4,83.1,981.0,888.7,150.0,5,0.9,992.4
2026-05-13T14:00,77.1,44,53.5,80.0,984.0,817.2,198.0,20,6.8,991.2
2026-05-13T15:00,78.7,44,55.0,81.8,905.0,689.8,260.0,34,6.4,990.4
2026-05-13T16:00,79.5,43,55.1,81.9,859.0,769.3,200.0,22,7.0,989.3
2026-05-13T17:00,80.6,38,52.7,80.7,717.0,789.6,139.0,1,7.0,988.5
2026-05-13T18:00,80.6,40,54.1,78.6,514.0,674.2,130.0,21,9.5,988.1
2026-05-13T19:00,79.3,39,52.2,76.6,302.0,517.8,105.0,0,10.8,987.9
2026-05-13T20:00,76.2,42,51.4,74.2,88.0,152.1,61.0,0,10.5,987.5
2026-05-13T21:00,71.9,49,51.7,71.0,0.0,0.0,0.0,0,12.6,987.6
2026-05-13T22:00,68.3,58,52.9,67.9,0.0,0.0,0.0,0,12.8,987.6
2026-05-13T23:00,66.9,60,52.6,66.4,0.0,0.0,0.0,0,14.3,987.4
