time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-04-18T00:00,66.2,66,54.5,65.9,0.0,0.0,0.0,0,13.4,989.7
2026-04-18T01:00,64.9,64,52.5,64.1,0.0,0.0,0.0,0,11.8,989.9
2026-04-18T02:00,65.4,61,51.6,65.1,0.0,0.0,0.0,0,8.2,989.9
2026-04-18T03:00,63.6,65,51.6,62.6,0.0,0.0,0.0,15,6.3,989.9
2026-04-18T04:00,62.3,70,52.4,62.9,0.0,0.0,0.0,0,9.0,989.8
2026-04-18T05:00,60.4,76,52.8,59.8,0.0,0.0,0.0,1,7.2,989.7
2026-04-18T06:00,59.0,88,55.5,60.0,0.0,0.0,0.0,1,2.7,989.2
2026-04-18T07:00,59.5,83,54.4,60.9,0.0,0.0,0.0,1,2.7,989.6
2026-04-18T08:00,60.6,93,58.6,63.0,61.0,253.7,30.0,4,1.1,989.8
2026-04-18T09:00,67.4,79,60.6,71.0,253.5,553.5,84.0,9,0.5,990.3
2026-04-18T10:00,73.7,68,62.5,76.5,469.2,715.3,109.2,35,4.6,991.0
2026-04-18T11:00,79.1,61,64.5,83.4,662.8,799.1,124.8,0,6.3,991.4
2026-04-18T12:00,82.1,54,63.8,87.0,801.0,819.4,141.8,26,7.9,991.5
2026-04-18T13:00,84.3,48,62.5,87.6,810.5,672.4,213.2,29,10.1,991.1
2026-04-18T14:00,86.1,44,61.6,88.3,836.2,585.9,298.0,94,13.0,990.9
2026-04-18T15:00,84.1,48,62.3,85.7,747.2,383.8,404.2,65,13.2,990.5
2026-04-18T16:00,85.1,44,60.8,85.5,603.2,332.8,332.0,83,10.6,990.2
2026-04-18T17:00,84.1,46,61.1,84.2,531.0,275.8,341.2,97,10.9,989.5
2026-04-18T18:00,82.6,47,60.3,83.6,391.8,184.0,295.8,66,7.7,989.4
2026-04-18T19:00,80.3,48,58.9,81.1,237.0,282.2,144.8,98,6.9,989.3
2026-04-18T20:00,78.1,49,57.4,79.2,65.8,189.8,40.5,7,7.6,988.7
2026-04-18T21:00,74.8,52,56.0,75.4,0.0,0.0,0.0,7,7.0,989.2
2026-04-18T22:00,73.0,54,55.3,73.0,0.0,0.0,0.0,6,12.9,989.7
2026-04-18T23:00,69.9,63,56.7,69.9,0.0,0.0,0.0,9,17.3,990.1
