time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-04-05T00:00,68.0,87,64.0,72.6,0.0,0.0,0.0,70,4.3,995.9
2026-04-05T01:00,66.9,88,63.3,70.3,0.0,0.0,0.0,3,11.0,995.6
2026-04-05T02:00,67.5,84,62.5,70.0,0.0,0.0,0.0,96,14.1,995.4
2026-04-05T03:00,66.0,87,62.0,68.3,0.0,0.0,0.0,7,12.5,994.6
2026-04-05T04:00,65.7,90,62.6,69.4,0.0,0.0,0.0,93,10.7,994.3
2026-04-05T05:00,65.3,92,62.9,67.5,0.0,0.0,0.0,99,14.7,994.0
2026-04-05T06:00,66.3,92,63.9,69.9,0.0,0.0,0.0,100,8.3,994.2
2026-04-05T07:00,66.7,93,64.7,70.4,0.0,0.0,0.0,100,10.1,994.3
2026-04-05T08:00,66.5,95,65.0,70.5,2.8,0.0,3.0,100,7.8,994.6
2026-04-05T09:00,66.8,95,65.4,70.5,13.5,1.0,13.2,100,7.1,994.5
2026-04-05T10:00,67.6,89,64.3,69.3,87.0,2.8,85.8,100,12.8,994.2
2026-04-05T11:00,68.4,90,65.3,71.1,148.0,0.8,147.5,100,10.2,994.1
2026-04-05T12:00,68.8,90,65.8,70.6,81.2,0.0,81.2,100,15.1,993.7
2026-04-05T13:00,68.5,94,66.7,71.2,167.8,0.9,167.0,100,13.9,993.4
2026-04-05T14:00,67.0,97,66.1,70.6,121.0,2.8,118.5,100,9.8,992.5
2026-04-05T15:00,70.5,84,65.5,72.3,75.2,0.0,76.2,100,14.1,992.7
2026-04-05T16:00,71.8,73,62.7,72.4,356.0,121.1,261.0,40,12.8,991.9
2026-04-05T17:00,72.6,56,56.0,69.9,569.2,541.6,212.8,0,17.4,991.4
2026-04-05T18:00,70.4,54,53.0,67.8,454.0,706.5,106.8,6,15.1,991.1
2026-04-05T19:00,68.5,56,52.1,65.0,215.2,422.9,90.2,98,21.3,991.5
2026-04-05T20:00,63.7,58,48.6,59.7,31.0,0.0,35.5,69,20.3,992.3
2026-04-05T21:00,60.9,62,47.8,57.5,0.0,0.0,0.0,14,19.3,993.1
2026-04-05T22:00,59.4,57,44.1,54.1,0.0,0.0,0.0,25,22.9,994.1
2026-04-05T23:00,56.9,60,43.2,51.4,0.0,0.0,0.0,2,21.2,994.0
