time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-08-06T00:00,71.4,94,69.6,78.5,0.0,0.0,0.0,2,7.4,996.7
2026-08-06T01:00,70.8,96,69.6,77.0,0.0,0.0,0.0,28,6.2,996.9
2026-08-06T02:00,70.3,96,69.1,76.8,0.0,0.0,0.0,57,7.0,996.7
2026-08-06T03:00,70.4,97,69.5,77.2,0.0,0.0,0.0,67,11.0,996.5
2026-08-06T04:00,70.3,92,67.8,74.8,0.0,0.0,0.0,30,13.5,996.2
2026-08-06T05:00,70.0,95,68.5,75.9,0.0,0.0,0.0,7,10.4,996.2
2026-08-06T06:00,69.1,96,67.9,74.7,0.0,0.0,0.0,9,4.0,996.5
2026-08-06T07:00,69.4,96,68.2,75.8,0.0,0.0,0.0,49,6.0,997.2
2026-08-06T08:00,71.2,97,70.3,78.6,21.0,0.0,21.0,50,3.2,997.9
2026-08-06T09:00,73.0,99,72.7,81.6,247.0,330.4,137.0,100,2.1,998.4
2026-08-06T10:00,74.3,97,73.4,83.8,265.0,20.9,254.0,100,0.5,998.7
2026-08-06T11:00,75.6,95,74.0,85.0,425.0,66.1,379.0,100,2.8,999.0
2026-08-06T12:00,78.8,90,75.6,89.4,522.0,84.4,452.0,99,2.1,999.5
2026-08-06T13:00,80.6,82,74.6,90.5,452.0,0.0,452.0,100,2.4,999.4
2026-08-06T14:00,80.8,84,75.5,92.1,666.0,21.0,646.0,96,2.8,998.9
2026-08-06T15:00,83.4,77,75.4,95.8,860.0,259.5,618.0,56,5.1,997.5
2026-08-06T16:00,86.5,66,73.8,99.6,811.0,737.3,176.0,41,1.0,997.2
2026-08-06T17:00,84.9,75,76.1,92.6,516.0,514.9,134.0,44,10.6,997.0
2026-08-06T18:00,82.5,73,73.0,89.2,474.0,418.7,230.0,6,10.5,997.2
2026-08-06T19:00,81.8,74,72.7,88.6,306.0,534.5,95.0,21,7.1,997.5
2026-08-06T20:00,80.3,69,69.2,85.9,85.0,0.0,85.0,81,6.2,997.1
2026-08-06T21:00,76.6,78,69.3,83.1,0.0,0.0,0.0,50,8.0,998.0
2026-08-06T22:00,75.1,84,69.9,81.3,0.0,0.0,0.0,50,11.1,999.3
2026-08-06T23:00,74.3,85,69.5,81.8,0.0,0.0,0.0,0,5.5,999.9
