time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,cloud_cover,wind_speed_80m,surface_pressure
2026-05-15T00:00,58.4,50,39.8,54.3,0.0,0.0,0.0,0,13.5,991.4
2026-05-15T01:00,56.0,55,40.1,51.9,0.0,0.0,0.0,0,12.1,991.8
2026-05-15T02:00,54.3,58,39.9,50.4,0.0,0.0,0.0,0,12.3,991.7
2026-05-15T03:00,52.2,60,38.7,48.1,0.0,0.0,0.0,0,15.2,991.6
2026-05-15T04:00,50.3,63,38.2,46.8,0.0,0.0,0.0,0,13.7,992.0
2026-05-15T05:00,48.7,67,38.3,45.2,0.0,0.0,0.0,0,9.5,992.4
2026-05-15T06:00,47.4,72,38.8,43.6,0.0,0.0,0.0,0,8.0,993.1
2026-05-15T07:00,47.0,75,39.5,43.8,7.0,16.8,6.0,0,10.2,993.8
2026-05-15T08:00,52.3,70,42.8,49.1,153.0,551.0,53.0,0,5.6,994.8
2026-05-15T09:00,57.5,57,42.4,53.4,371.0,734.2,89.0,0,6.6,995.8
2026-05-15T10:00,62.3,46,41.3,57.3,586.0,825.7,113.0,0,8.9,996.5
2026-05-15T11:00,66.0,40,41.0,62.8,775.0,877.7,130.0,2,8.6,996.5
2026-05-15T12:00,68.4,39,42.4,68.3,920.0,904.3,143.0,6,5.5,996.5
2026-05-15T13:00,71.1,37,43.5,73.1,1007.0,914.3,150.0,1,4.1,996.2
2026-05-15T14:00,73.5,35,44.2,76.3,1029.0,905.6,156.0,0,3.1,995.4
2026-05-15T15:00,76.5,31,43.6,79.2,984.0,883.4,156.0,0,2.2,995.3
2026-05-15T16:00,78.0,28,42.3,79.2,886.0,864.8,143.0,0,2.1,994.6
2026-05-15T17:00,78.6,27,41.9,77.5,731.0,794.7,147.0,0,3.0,993.7
2026-05-15T18:00,78.7,26,41.0,75.2,532.0,694.7,134.0,0,3.5,993.4
2026-05-15T19:00,77.5,26,39.9,73.2,309.0,499.6,117.0,0,4.7,993.3
2026-05-15T20:00,74.8,30,41.3,71.9,92.0,142.8,66.0,0,2.9,993.4
2026-05-15T21:00,68.3,41,43.7,65.8,0.0,0.0,0.0,0,5.2,993.7
2026-05-15T22:00,64.1,48,44.0,61.9,0.0,0.0,0.0,0,5.8,993.9
2026-05-15T23:00,61.5,55,45.2,59.2,0.0,0.0,0.0,0,4.8,994.9
